Site,C14Age,C14SD,LabCode,Material,Culture,Latitude,Longitude,Description,Comments,Reference,FullReference,Exclude,Class
Guará I (PA-AL-44),840,60,SI-7142,Charcoal,Guará,-2.6800,-52.0600,Shell mound.,,Perota 1992,"Perota, Celso. 1992. “Adaptação Agrícola No Baixo Xingu.” In Prehistoria Sudamericana: Nuevas Perspectivas, edited by Betty J Meggers, 211–18. Washington, D. C.: Taraxacum.",FALSE,NI
Peña Roja,840,60,Beta-21891,,Unclassified,-0.6511,-72.0830,ADE site. Pit features filled with ceramics and charcoal.,,Herrera et al. 1987,"Herrera, L. F., I. Cavelier, and S. Mora. 1987. “Informe de Actividades: Proyecto Ecología y Cultura.” Bogotá: Instituto Colombiano de Antropología.",FALSE,NI
Roche Génipa (97358.201),840,40,OBDY-1326,Charcoal,Unclassified,4.9417,-53.0355,,,Vacher et al. 1998,"Vacher, Stéphane, Sylvie Jérémie, and Jérôme Briand. 1998. Amérindiens Du Sinnamary (Guyane): Archéologie En Forêt Équatoriale. Paris: Maison des Sciences de l’Homme.",FALSE,NI
São Brás,840,60,Beta-117264,,Unclassified,-9.0501,-42.9832,The site contained urn burials.,,Paiva 2011,"Paiva, Beatriz C. 2011. “Tecnologia Lítica Dos Grupos Ceramistas Da Área Arqueológica de São Raimundo Nonato - PI : Um Estudo de Caso Aplicado Ao Sítio Canabrava.” Recife: Universidade Federal de Pernambuco.",FALSE,NI
Pailón-6 (Pa-6),838,35,Bln-4841,,Pailón,-17.6681,-62.7332,"The site contained ash layers, post holes and hearths.",,Prümers 2002,"Prümers, Heiko. 2002. “Excavaciones Arqueológicas En Pailón (Depto. de Sta. Cruz, Bolivia).” Beiträge Zur Allgemeinen Und Vergleichenden Archäologie 22: 95–213.",FALSE,NI
Pointe Balaté (97311.120),835,30,POZ-35846,,Arauquinoid (Barbakoeba),5.4940,-54.0300,The site contained a primary burial. The ceramics include Barbakoeba and Koriabo elements.,,Briand 2015,"Briand, J. 2015. “La Pointe de Balaté, Saint-Laurent Du Maroni: Rapport de Fouille.”",FALSE,IP
Pointe Balaté (97311.120),835,35,KIA-36137,,Arauquinoid (Barbakoeba),5.4940,-54.0300,The site contained a primary burial. The ceramics include Barbakoeba and Koriabo elements.,,Van den Bel 2015,"Bel, Martijn Van den. 2015. Archaeological Investigations between Cayenne Island and the Maroni River: A Cultural Sequence of Western Coastal French Guiana from 5000 BP to Present. Leiden: Sidestone Press.",FALSE,IP
Rincón de los Indios,835,80,I-9400,,Arauquinoid,6.9470,-66.6360,,,Rouse and Allaire 1978,"Rouse, Irving, and Louis Allaire. 1978. “Eastern Venezuela, Guianas, and the West Indies.” In Chronologies in New World Archaeology, edited by Royal E Taylor and Clement Meighan, 431–81. New York: Academic Press.",FALSE,IP
Loma Alta de Casarabe (BE-CE-01),835,70,SI-5381,,Casarabe,-14.9300,-64.2900,"Large rectangular platform 650 x 450 m topped by a mound, reaching 16 m height. Excavations uncovered floors intercalated with construction layers and 4 extended burials.",,Dougherty and Calandra 1984,"Dougherty, Bernardo, and Horacio A Calandra. 1984. “Prehispanic Human Settlement in the Llanos de Moxos, Bolivia.” Quaternary of South America and Antarctic Peninsula 2: 163–99.",FALSE,NI
Parizinho 1 (RS-VZ-43),830,60,SI-598,Charcoal,Taquara/Itararé,-27.3280,-53.6818,,,Miller 1969,"Miller, Eurico T. 1969. “Pesquisas Arqueológicas Efetuadas No Noroeste Do Rio Grande Do Sul.” Publicaçoes Avulsas Do Museu Paraense Emilio Goeldi 10: 33–54.",FALSE,UN
Rincão dos Albinos (SC-CL-70/71),830,30,Beta-316467,Charcoal,Taquara/Itararé,-27.5517,-50.6373,"Sites SC-CL-70 and 71 are part of a single complex, the largest pit house village ever recorded, with 107 medium and small structures. Excavations revealed alternating layers of occupation-",,Schmitz et al. 2013,"Schmitz, Pedro Ignácio, Jairo Henrique Rogge, Raul V Novasco, Natalia Machado Mergen, and Suliano Ferrasso. 2013. “Rincão Dos Albinos: Um Grande Sítio Jê Meridional.” Pesquisas: Antropologia 70: 65–131.",FALSE,UN
SC-CL-56,830,40,Beta-242151,Charcoal,Taquara/Itararé,-27.6407,-50.5919,Two pit houses (a large one with 12.5 m diameter and a very small one with 2.5 m diameter).,,Schmitz et al. 2013,"Schmitz, Pedro Ignácio, Jairo Henrique Rogge, Raul V Novasco, Natalia Machado Mergen, and Suliano Ferrasso. 2013. “Boa Parada: Um Lugar de Casas Subterrâneas, Aterros-Plataforma e Danceiro.” Pesquisas: Antropologia 70: 133–95.",FALSE,UN
Posto Diauarum (MT-AX-01),830,90,SI-716,Charcoal,Incised Rim (Diauarum),-12.1942,-53.3782,The site is enclosed by a defensive ditch.,Originally classified as Incised-Punctate. Reassigned to Incised Rim/Barrancoid (Heckenberger 2005).,Simões 1972,"Simões, Mário F. 1972. “Indice Das Fases Arqueológicas Brasileiras 1950-1971.” Publicaçoes Avulsas Do Museu Paraense Emilio Goeldi 18.",FALSE,SB
Tuteceta (MT-AX-02),830,75,SI-713,Ceramic temper,Incised Rim (Diauarum),-12.1443,-53.4171,,Originally classified as Incised-Punctate. Reassigned to Incised Rim/Barrancoid (Heckenberger 2005).,Simões 1972,"Simões, Mário F. 1972. “Indice Das Fases Arqueológicas Brasileiras 1950-1971.” Publicaçoes Avulsas Do Museu Paraense Emilio Goeldi 18.",FALSE,SB
Primavera I (PA-AL-09),830,80,Beta-17140,,Polychrome,-1.8000,-52.2100,ADE site.,,Rocha 2017,"Rocha, Bruna. 2017. “Ipi Ocemumuge: A Regional Archaeology of the Upper Tapajós River.” London: University College of London.",FALSE,PL
Engenho de Serra,830,40,Beta-210727,Charcoal,Aratu,-20.3554,-45.7428,"One of the rare pit house sites north of the Taquara/Itararé territory. The site contains two structures, the largest of which is nearly 20 m in diameter.",,Henriques Jr. 2006,"Henriques Jr., Gilmar. 2006. “Arqueologia Regional Da Província Cárstica Do Alto São Francisco: Um Estudo Das Tradições Ceramistas Una e Sapucaí.” São Paulo: University of São Paulo.",FALSE,PC
Agüerito,830,125,GX-5178,,Arauquinoid (Corozal),7.6000,-66.3833,,,Roosevelt 1997,"Roosevelt, Anna Curtenius. 1997. The Excavations at Corozal, Venezuela: Stratigraphy and Ceramic Seriation. New Haven: Yale University.",FALSE,IP
Corozal,830,85,QC-325,Charcoal,Arauquinoid (Camoruco),7.9200,-65.6970,,,Roosevelt 1997,"Roosevelt, Anna Curtenius. 1997. The Excavations at Corozal, Venezuela: Stratigraphy and Ceramic Seriation. New Haven: Yale University.",FALSE,IP
"Wayabo, Site 25 (97304.115)",830,30,POZ-30854/5,,Arauquinoid (Thémire),5.1600,-52.6500,,,Briand 2011,"Briand, J. 2011. “Wayabo, Kourou, Guyane.” Cayenne: INRAP.",FALSE,IP
Cerro Farall,830,40,LP-2728,Organic matter,Goya-Malabrigo,-32.2052,-60.6017,Mound site.,,Castiñeira et al. 2013,"Castiñeira, C, A Blasi, Gustavo Politis, Mariano Bonomo, L Del Puerto, R Huarte, J Carbonari, F Mari, and F García-Rodríguez. 2013. “The Origin and Construction of Pre-Hispanic Mounds in the Upper Delta of the Paraná River (Argentina).” Archaeological and Anthropological Sciences 5 (1): 37–57.",FALSE,GM
Los Tres Cerros 1,830,50,LP-2243,Freshwater shell,Goya-Malabrigo,-32.5018,-60.6450,"The site consists of three habitation mounds, the largest of which is 2.1 m high. Remnants of at least 3 individuals were found, with some bones covered in red pigment. Phytoliths of maize (Zea mays) and squash (Cucurbita sp.) have been identified.",,Politis et al. 2011,"Politis, Gustavo, Mariano Bonomo, C Castiñeira, and A Blasi. 2011. “Archaeology of the Upper Delta of the Paraná River (Argentina): Mound Construction and Anthropic Landscapes in the Los Tres Cerros Locality.” Quaternary International 245: 74–88.",FALSE,GM
Loma Alta de Casarabe (BE-CE-01),830,70,SI-5383,,Casarabe,-14.9300,-64.2900,"Large rectangular platform 650 x 450 m topped by a mound, reaching 16 m height. Excavations uncovered floors intercalated with construction layers and 4 extended burials.",,Dougherty and Calandra 1984,"Dougherty, Bernardo, and Horacio A Calandra. 1984. “Prehispanic Human Settlement in the Llanos de Moxos, Bolivia.” Quaternary of South America and Antarctic Peninsula 2: 163–99.",FALSE,NI
Isla Larga,830,70,URU-0188,,Cerritos,-33.7100,-53.7900,"Four burials in the upper central part of a mound, covered by a rock floor. Later excavations uncovered another 7 individuals, including a bundle burial. Largest mound is 3.8 m high.",,Bracco and Ures 1999,"Bracco, R, and C Ures. 1999. “Ritmos y Dinámica Constructiva de Las Estructuras Monticulares: Sector Sur de La Cuenca de La Laguna Merín-Uruguay.” In Arqueología y Bioantropología de Las Tierras Bajas, edited by José M López Mazz and M Sans, 13–33. Montevideo: Universidad de la República.",FALSE,NI
Antiqueira (MT01191),830,30,Gif-11732,Charcoal,Uru,-16.5174,-54.8529,Rock shelter.,,Fontugne et al. 2006,"Fontugne, Michel, Christine Hatté, and Claude Noury. 2006. “Quadro Cronológico.” In Pré-História Do Mato Grosso, edited by Águeda V Vialou, EdUSP, 45–48. São Paulo.",FALSE,NI
Pointe Balaté (97311.120),825,30,POZ-35847,,Arauquinoid (Barbakoeba),5.4940,-54.0300,The site contained a primary burial. The ceramics include Barbakoeba and Koriabo elements.,,Briand 2015,"Briand, J. 2015. “La Pointe de Balaté, Saint-Laurent Du Maroni: Rapport de Fouille.”",FALSE,IP
Sable Blanc Est (97303.060),825,30,LY-4961,Charcoal,Arauquinoid (Barbakoeba),5.4828,-53.2249,Funerary site with two sectors containing secondary urn burials but also primary inhumations.,,McKey et al. 2010,"McKey, D, S Rostain, J Iriarte, B Glaser, J Birk, I Holst, and D Renard. 2010. “Pre-Columbian Agricultural Landscapes, Ecosystem Engineers and Self-Organized Patchiness in Amazonia.” Proceedings of the National Academy of Sciences 107 (17): 7823–28.",FALSE,IP
Colina Moravia,825,30,Lyon-9515,,Corrugated (Putuimi),-1.4827,-78.0849,"Floors with numerous features, pits, post holes and burnt patches.",,Saulieu et al. 2012,"Saulieu, Geoffroy, Stéphen Rostain, and Carla J Betancourt. 2012. “La Cerámica de La Cuenca Del Pastaza, Ecuador.” In Cerâmicas Arqueológicas Da Amazônia: Rumo a Uma Nova Síntese, edited by C Barreto, Helena P Lima, and Carla J Betancourt, 527–42. Belém: IPHAN.",FALSE,CC
Galera 1 (MT-GU-07),825,60,SI-3745,,Bacabal (Galera),-14.4100,-60.0900,,,Miller 1977,"Miller, Eurico Th. 1977. “Pesquisas Arqueológicas No Estado de Mato Grosso: Relatório Preliminar.” Taquara: Museu Arqueológico do Rio Grande do Sul.",FALSE,BB
Corozal,820,85,QC-322,Charcoal,Arauquinoid (Corozal),7.9200,-65.6970,,,Roosevelt 1997,"Roosevelt, Anna Curtenius. 1997. The Excavations at Corozal, Venezuela: Stratigraphy and Ceramic Seriation. New Haven: Yale University.",FALSE,IP
Corozal,820,70,OxA-2496,Maize,Arauquinoid (Camoruco),7.9200,-65.6970,,,Roosevelt 1997,"Roosevelt, Anna Curtenius. 1997. The Excavations at Corozal, Venezuela: Stratigraphy and Ceramic Seriation. New Haven: Yale University.",FALSE,IP
El Cachapé - PIVB,820,70,LP-2506,Fauna,Pantanal-Chaco,-27.0600,-59.0600,,,Lamenza et al. 2015,"Lamenza, Guillermo, Mariano Santini, Horacio Calandra, and Susana Salceda. 2015. “El Chaco Argentino: Registro Arqueológico Regional y Procesos de Interacción.” In En El Corazón de América Del Sur 3: Arqueología de Las Tierras Bajas de Bolivia y Zonas Limítrofes, edited by Sonia Alconini and Carla Jaimes Betancourt, 175–93. Santa Cruz de la Sierra: Universidad Autónoma Gabriel René Moreno.",FALSE,BB
Loma Kiusíu (BE-MO-08),820,60,SI-4439,,Casarabe,-14.7400,-65.0600,Habitation mound.,,Dougherty and Calandra 1984,"Dougherty, Bernardo, and Horacio A Calandra. 1984. “Prehispanic Human Settlement in the Llanos de Moxos, Bolivia.” Quaternary of South America and Antarctic Peninsula 2: 163–99.",FALSE,NI
Loma Salvatierra (BE-CE-02),820,70,SI-5392,,Casarabe,-14.8844,-64.4875,"A 2-ha platform topped by a mound, surrounded by an hexagonal wall connected to canals and reservoirs. An individual adorned with jaguar teeth and copper artefacts was buried in the mound. A further 120 burials were recovered, including inhumations and urn depositions.",,Dougherty and Calandra 1984,"Dougherty, Bernardo, and Horacio A Calandra. 1984. “Prehispanic Human Settlement in the Llanos de Moxos, Bolivia.” Quaternary of South America and Antarctic Peninsula 2: 163–99.",FALSE,NI
MG-RP-01,815,85,SI-2731,,Una,-16.3500,-46.9000,,,Dias Jr. 1975,"Dias Jr., Ondemar. 1975. “Pesquisas Arqueológicas Nas Grutas Do Brasil.” In Anais Do 10o Congresso Nacional de Espeleologia, 61–71. Ouro Preto: Sociedade Brasileira de Espeleologia.",FALSE,UN
Sucuriju (AM-IT-41),815,80,SI-5603,,Saracá,-3.2124,-58.7908,ADE site.,,Machado 1991,"Machado, Ana L. 1991. “As Tradições Ceramistas Da Bacia Amazônica: Uma Análise Crítica Baseada Nas Evidências Arqueológicas Do Médio Rio Urubu (AM).” Universidade Federal de Pernambuco.",FALSE,PL
Mondego (AM-MC-31),815,60,SI-4272,,Araçatuba,-8.4200,-63.4600,,,Moraes 2013,"Moraes, Claide de Paula. 2013. “Amazônia Ano 1000: Territorialidade e Conflito No Tempo Das Chefias Regionais.” São Paulo: University of São Paulo.",FALSE,NI
Jacó,814,61,UFC-ZV-622,Charcoal,Tupiguarani,-8.8129,-38.7875,,,Etchevarne 2002,"Etchevarne, Carlos. 2002. “Ambiente e Ocupação Humana Em Uma Região Do Sub-Médio São Francisco, Bahia.” CLIO - Série Arqueológica 15: 61–88.",FALSE,TP
Pailón-6 (Pa-6),811,36,Bln-4840,,Pailón,-17.6681,-62.7332,"The site contained ash layers, post holes and hearths.",,Prümers 2002,"Prümers, Heiko. 2002. “Excavaciones Arqueológicas En Pailón (Depto. de Sta. Cruz, Bolivia).” Beiträge Zur Allgemeinen Und Vergleichenden Archäologie 22: 95–213.",FALSE,NI
Carcará,810,30,,,Taquara/Itararé,-23.1920,-45.9422,Small pit house with 4 m diameter.,,A LASCA 2016,A LASCA. 2016. “Resgate Do Sítio Arqueológico Carcará - Fases 2 e 3. Monitoramento Na Área Do Sítio Arqueológico Carcará.” São Paulo.,FALSE,UN
Habitação Zampierón 1 (PR-UV-12),810,90,SI-892,Charcoal,Taquara/Itararé,-26.0967,-51.6038,Pit house.,,Noelli 1999,"Noelli, Francisco Silva. 1999. “A Ocupação Humana Na Região Sul Do Brasil: Arqueologia, Debates e Perspectivas-1872-2000.” Revista USP 44: 218–69.",FALSE,UN
Lapa das Boleiras (MG-BF-20),810,40,Beta-162530,,Una,-19.5163,-44.0675,Rock shelter with long history of occupation and preceramic strata dated to early Holocene.,Ceramics are presumably Una or Aratu.,Araujo et al. 2008,"Araujo, Astolfo G M, James K Feathers, Manuel Arroyo-Kalin, and Michelle M Tizuka. 2008. “Lapa Das Boleiras Rockshelter: Stratigraphy and Formation Processes at a Paleoamerican Site in Central Brazil.” Journal of Archaeological Science 35 (12): 3186–3202.",FALSE,UN
Huasaga,810,90,SI-1-9157,Charcoal,Pastaza (Pastaza),-2.5700,-77.2400,ADE site (1.5 ha).,,Porras 1975,"Porras, Pedro I. 1975. “Fase Pastaza: El Formativo En El Oriente Ecuatoriano.” Revista de La Universidad Católica 3 (10).",FALSE,TT
Surubabel,810,150,UFBA-1595,Charcoal,Tupiguarani,-8.9019,-38.7122,Site with 10 primary burials associated with hearths.,,Etchevarne 2002,"Etchevarne, Carlos. 2002. “Ambiente e Ocupação Humana Em Uma Região Do Sub-Médio São Francisco, Bahia.” CLIO - Série Arqueológica 15: 61–88.",FALSE,TP
Valenzuela,810,60,Beta-197128,,Tupiguarani (Guarani),-27.5200,-56.7300,,,Rodríguez 2009,"Rodríguez, Jorge A. 2009. “La Ocupación (Poblamiento) Del Norte de Corrientes (Argentina) Por Fase de La Tradición Tupiguaraní.” In Arqueologia Interpretativa. O Método Quantitativo Para o Establecimento de Seqüências Cerâmicas: Estudos de Casos, edited by Betty J Meggers, 49–62. Porto Nacional: UNITINS.",FALSE,TP
Galera 1 (MT-GU-07),810,60,SI-3747,,Bacabal (Galera),-14.4100,-60.0900,,,Miller 1977,"Miller, Eurico Th. 1977. “Pesquisas Arqueológicas No Estado de Mato Grosso: Relatório Preliminar.” Taquara: Museu Arqueológico do Rio Grande do Sul.",FALSE,BB
Monte Castelo (RO-PN-08),810,70,Beta-103185,,Bacabal,-12.5541,-63.0978,Shell mound over 6 m high with long history of occupation. The mound was constructed of shell layers intercalated with occupation layers of dark earth containing primary burials.,,Miller 2009,"Miller, Eurico Th. 2009. “Pesquisas Arqueológicas No Pantanal Do Guaporé-RO, Brasil: A Seqüência Seriada Da Cerâmica Da Fase Bacabal.” In Arqueologia Interpretativa - O Método Quantitativo Para o Estabelecimento de Sequências Cerâmicas: Estudos de Caso, edited by Betty J Meggers, 103–17. Porto Nacional: UNITINS.",FALSE,BB
MC88,810,25,POZ-32479,,Unclassified,4.3090,-52.1330,The site is surrounded by a defensive ditch.,,Van den Bel 2015,"Bel, Martijn Van den. 2015. Archaeological Investigations between Cayenne Island and the Maroni River: A Cultural Sequence of Western Coastal French Guiana from 5000 BP to Present. Leiden: Sidestone Press.",FALSE,NI
Alatou 1 (97361.040),805,30,ETH-40724,,Unclassified,5.6590,-53.9450,Funerary urn with remains of two adults.,,Coutet 2011,"Coutet, C. 2011. “Prospections Awala-Yalimapo.” Cayenne: DRAC/SRA.",FALSE,NI
Los Tres Cerros 1,802,48,AA-103892,Human bone,Goya-Malabrigo,-32.8548,-60.5602,"The site consists of three habitation mounds, the largest of which is 2.1 m high. Remnants of at least 3 individuals were found, with some bones covered in red pigment. Phytoliths of maize (Zea mays) and squash (Cucurbita sp.) have been identified.",,Politis et al. 2011,"Politis, Gustavo, Mariano Bonomo, C Castiñeira, and A Blasi. 2011. “Archaeology of the Upper Delta of the Paraná River (Argentina): Mound Construction and Anthropic Landscapes in the Los Tres Cerros Locality.” Quaternary International 245: 74–88.",FALSE,GM
Los Tres Cerros 1,801,46,AA-103891,Human bone,Goya-Malabrigo,-32.8548,-60.5602,"The site consists of three habitation mounds, the largest of which is 2.1 m high. Remnants of at least 3 individuals were found, with some bones covered in red pigment. Phytoliths of maize (Zea mays) and squash (Cucurbita sp.) have been identified.",,Politis et al. 2011,"Politis, Gustavo, Mariano Bonomo, C Castiñeira, and A Blasi. 2011. “Archaeology of the Upper Delta of the Paraná River (Argentina): Mound Construction and Anthropic Landscapes in the Los Tres Cerros Locality.” Quaternary International 245: 74–88.",FALSE,GM
Base Aérea,800,70,SI-243,Charcoal,Taquara/Itararé,-27.6662,-48.5678,Large coastal site with 54 burials.,,Rohr 1960,"Rohr, João A. 1960. “Pesquisas Paleo-Etnográficas Na Ilha de Santa Catarina II.” Pesquisas: Antropologia 8.",FALSE,UN
Casa de Pedra (PR-UV-01),800,50,SI-141,Charcoal,Taquara/Itararé,-26.1097,-51.6307,Rock shelter. Deeper strata were preceramic.,,Chmyz 1967,"Chmyz, Igor. 1967. “O Sítio Arqueológico PR UV 1 (Abrigo Sob-Rocha Casa de Pedra).” Arqueologia 3: 1–40.",FALSE,UN
Cavalo Branco,800,60,Beta-210214,Charcoal,Tupiguarani (Tauarí),-5.1732,-49.0426,Two circular patches of ADE and a mound (midden).,,Almeida 2008,"Almeida, Fernando O. 2008. “O Complexo Tupi Da Amazônia Oriental.” São Paulo: University of São Paulo.",FALSE,TP
Pedra Grande (RS-SM-07),800,40,SI-1003,Charcoal,Tupiguarani (Guarani),-29.5500,-54.2500,,,Stuckenrath and Mielke 1973,"Stuckenrath, R, and J Mielke. 1973. “Smithsonian Institution Radiocarbon Measurements VIII.” Radiocarbon 15 (2): 388–424.",FALSE,TP
Praia do Engenho Velho (GB-06),800,100,SI-434,Charcoal,Tupiguarani,-22.8000,-43.2333,,,Mielke and Long 1969,"Mielke, J, and A Long. 1969. “Smithsonian Institution Radiocarbon Measurements V.” Radiocarbon 11 (1): 163–82.",FALSE,TP
Cacarapi II (PA-AL-15),800,70,Beta-17126,,Polychrome,-1.8000,-52.2100,ADE site.,,Rocha 2017,"Rocha, Bruna. 2017. “Ipi Ocemumuge: A Regional Archaeology of the Upper Tapajós River.” London: University College of London.",FALSE,PL
Coari I,800,47,P-373,Ceramic temper,Polychrome (Guarita),-4.0872,-63.1463,,,Tamanaha 2012,"Tamanaha, Eduardo K. 2012. “Ocupação Polícroma No Baixo e Médio Rio Solimões, Estado Do Amazonas.” São Paulo: University of São Paulo.",FALSE,PL
PA-AL-43,800,80,Beta-17141,,Mina,-1.8000,-52.2100,,,Rocha 2017,"Rocha, Bruna. 2017. “Ipi Ocemumuge: A Regional Archaeology of the Upper Tapajós River.” London: University College of London.",FALSE,HZ
Roche Génipa (97358.201),800,40,OBDY-1324,Charcoal,Unclassified,4.9417,-53.0355,,,Vacher et al. 1998,"Vacher, Stéphane, Sylvie Jérémie, and Jérôme Briand. 1998. Amérindiens Du Sinnamary (Guyane): Archéologie En Forêt Équatoriale. Paris: Maison des Sciences de l’Homme.",FALSE,NI
Caieira (LGA-007),795,95,,,Tupiguarani (Guarani),-28.4300,-48.7700,Reoccupation of shell mound. Four house floors surrounded by post holes.,,Hurt 1974,"Hurt, Wesley R. 1974. “The Interrelationship between the Natural Environment and Four Sambaquis, Coast of Santa Catarina, Brazil.” Occasional Papers and Monographs, University of Indiana Museum 1.",FALSE,TP
Deus me Livre 2 (PA-AT-23),795,90,,,Tupiguarani (Itacaiúnas),-5.8400,-50.4500,ADE site.,,Corrêa 2014,"Corrêa, Angelo A. 2014. “Pindorama de Mboîa e Îakaré: Continuidade e Mudança Na Trajetória Das Populações Tupi.” São Paulo: Universidade de São Paulo.",FALSE,TP
Pointe Balaté (97311.120),795,25,KIA-36136,,Arauquinoid (Barbakoeba),5.4940,-54.0300,The site contained a primary burial. The ceramics include Barbakoeba and Koriabo elements.,,Van den Bel 2015,"Bel, Martijn Van den. 2015. Archaeological Investigations between Cayenne Island and the Maroni River: A Cultural Sequence of Western Coastal French Guiana from 5000 BP to Present. Leiden: Sidestone Press.",FALSE,IP
Isla Vizcaíno,790,105,URU-118,Charcoal,Tupiguarani (Guarani),-33.4260,-58.4250,The site contained urn burials.,Two dates (870 ± 100 BP and 790 ± 105) are published with the same laboratory number.,Coirolo 1990,"Coirolo, A D. 1990. “Prehistoria Del Uruguay: Clasificación de Las Formas de Los Recipientes Cerámicos.” Dédalo 28: 109–45.",FALSE,TP
Açutuba (AM-IR-02),790,40,Beta-97529,Ceramic temper,Polychrome (Guarita),-3.0980,-60.3710,Extensive linear distribution of ADE with several habitation areas. The site is surrounded by a defensive ditch.,,Heckenberger et al. 1999,"Heckenberger, Michael J, James B Petersen, and Eduardo Góes Neves. 1999. “Village Size and Permanence in Amazonia: Two Archaeological Examples from Brazil.” Latin American Antiquity 10 (4): 353–76.",FALSE,PL
Criajó (PA-AL-17),790,80,Beta-17146,,Polychrome,-2.5800,-51.9400,ADE site.,,Rocha 2017,"Rocha, Bruna. 2017. “Ipi Ocemumuge: A Regional Archaeology of the Upper Tapajós River.” London: University College of London.",FALSE,PL
Cana Brava,790,50,Beta-106389,Charcoal,Unclassified,-9.1030,-43.1558,,,Mutzenberg 2010,"Mutzenberg, D S. 2010. “Ambientes de Ocupação Pré-Histórica No Boqueirão Da Pedra Furada, Parque Nacional Serra Da Capivara-PI.” Recife: Universidade Federal de Pernambuco.",FALSE,PC
Prins Bernhard Polder,790,25,GrN-9801,,Arauquinoid (Hertenrits),5.8467,-56.9515,Ceremonial mound with abundance of high quality ceramics and adornments.,,Rostain 1994,"Rostain, Stéphen. 1994. L’occupation Amérindienne Ancienne Du Littoral de Guyane. Paris: ORSTOM Éditions.",FALSE,IP
Los Tres Cerros 1,790,100,LP-2302,Charcoal,Goya-Malabrigo,-32.8548,-60.5602,"The site consists of three habitation mounds, the largest of which is 2.1 m high. Remnants of at least 3 individuals were found, with some bones covered in red pigment. Phytoliths of maize (Zea mays) and squash (Cucurbita sp.) have been identified.",,Bonomo et al. 2011,"Bonomo, Mariano, Gustavo Politis, and Camila Gianotti. 2011. “Montículos, Jerarquía Social y Horticultura En Las Sociedades Indígenas Del Delta Del Río Paraná (Argentina).” Latin American Antiquity 22 (3): 297–333.",FALSE,GM
Galera 1 (MT-GU-07),790,60,SI-3746,,Bacabal (Galera),-14.4100,-60.0900,,,Miller 1977,"Miller, Eurico Th. 1977. “Pesquisas Arqueológicas No Estado de Mato Grosso: Relatório Preliminar.” Taquara: Museu Arqueológico do Rio Grande do Sul.",FALSE,BB
Las Bolivianas,790,60,LP-1975,Human bone,Unclassified,-24.9700,-59.9800,,,Lamenza et al. 2015,"Lamenza, Guillermo, Mariano Santini, Horacio Calandra, and Susana Salceda. 2015. “El Chaco Argentino: Registro Arqueológico Regional y Procesos de Interacción.” In En El Corazón de América Del Sur 3: Arqueología de Las Tierras Bajas de Bolivia y Zonas Limítrofes, edited by Sonia Alconini and Carla Jaimes Betancourt, 175–93. Santa Cruz de la Sierra: Universidad Autónoma Gabriel René Moreno.",FALSE,NI
Roche Génipa (97358.201),790,40,OBDY-1412,Charcoal,Unclassified,4.9417,-53.0355,,,Vacher et al. 1998,"Vacher, Stéphane, Sylvie Jérémie, and Jérôme Briand. 1998. Amérindiens Du Sinnamary (Guyane): Archéologie En Forêt Équatoriale. Paris: Maison des Sciences de l’Homme.",FALSE,NI
Ferraz Egreja (MT-SL-91),790,50,Gif-10854,Charcoal,Uru,-16.5167,-54.8278,"Rock shelter with parietal art and long history of occupation, mostly preceramic, with numerous superimposed hearths.",,Fontugne et al. 2006,"Fontugne, Michel, Christine Hatté, and Claude Noury. 2006. “Quadro Cronológico.” In Pré-História Do Mato Grosso, edited by Águeda V Vialou, EdUSP, 45–48. São Paulo.",FALSE,NI
PE-95-Cm,785,150,BaH-1087-A,,Tupiguarani,-8.0300,-34.9900,,,Albuquerque 2008,"Albuquerque, Marco. 2008. “Recipientes Cerâmicos de Grupos Tupi, No Nordeste Brasileiro.” In Os Ceramistas Tupiguarani, edited by André Prous and Tania Andrade Lima, 55–78. Belo Horizonte: Sigma.",FALSE,TP
Coroeni Island,785,50,GrN-2174,,Incised-Punctate (Koriabo),5.7900,-57.0800,,,Rostain 1994,"Rostain, Stéphen. 1994. L’occupation Amérindienne Ancienne Du Littoral de Guyane. Paris: ORSTOM Éditions.",FALSE,IP
Bella Vista-2,783,25,KIA-48488,,Irobi,-13.2635,-63.7066,The site is surrounded by a ring ditch. 16 urn burials were recovered. One large urn contained an adult buried with ceramic offerings. Pits with debris were found around the burials.,Granja del Padre.,Prümers 2014,"Prümers, Heiko. 2014. “Sitios Prehispánicos Con Zanjas En Bella Vista, Provincia Iténez, Bolivia.” In Amazonía: Memorias de Las Conferencias Magistrales Del 3er Encuentro Internacional de Arqueología Amazónica, edited by Stéphen Rostain, 73–89. Quito: Ekseption Publicidad.",FALSE,NI
Nueva Armenia (N-P-2),782,53,P-347,,Polychrome (Napo),-0.8795,-75.4636,,,Evans and Meggers 1968,"Evans, Clifford, and B J Meggers. 1968. Archaeological Investigations on the Rio Napo, Eastern Ecuador. Washington, D.C.: Smithsonian Institution.",FALSE,PL
